2 54 공연비 안오르는게 킬포네	O O O O PER-B
Mino sings 탕 99 times	O O O O O
정기적으로 들으러 오는 라이브	O O O O
나는 그것을 사랑하지만 나는 태국어입니다	O O O O O
역시 마이노 늘 응원할게요	O PER-B O O
진짜 몇년을 봐도 소름돋는 무대였다	O O O O O
시발 진짜 할머니 갈갈갈갈 보고 온 사람 나밖에 없음 근데 너무 잘불러서 지금 당당황스러운디	O O O O O O O O O O O O O O
근데 코디선생님 우리 티저까진 좋았잖아 하	O O O O O O
우리 마이노 화이팅잉잉	O O O
럽식걸이 벌써 1년이라고 시간 넘 빠르다 진짜 컴백 온제해 야심찬걸 준비하고이께찌	O O DAT-B O O O O O O O O
나악아앙가 성공했아엉어아아아어아아어엌	AFW-B O
INFINITY	O
너무 멋져요 최고이고 놀라운	O O O O
몸 10개설 이렇게 열일해줘서 내 눈물샘 마를 날이 없네 정말	O O O O O O O O O O
오랜만에 생각나서 왔는데 울컥하네 최고야 위너	O O O O O PER-B
생일 축하해 I miss you nini I will always wait for you and support you forever	O O O O O O O O O O O O O O O O
당신은 당신이 나를 너무 많이 사랑 할 정도로 많이 노래	O O O O O O O O O O
그때랑 지금이랑 랩톤도 바꾸고 매번 성장중	O O O O O O
프로듀서 무대 이거만 하나 암튼 기대	O O O O O O
와 진짜 너무 좋다	O O O O
블랙뱅크 사랑해요 사우디아라비아	ORG-B O LOC-B
너의 노래는 정말 좋다 내 이름은 chelsea watching from philippines	O O O O O O O O O O
노래에 여러가지 의미로 깊이가 있네	O O O O O
앨범나올때마다 나오는 이 미노만의 감성이 진짜 너무 좋다	O O O PER-B O O O O
코디님 사랑합니다 근데 옷 좀 어떻게 해주세요	O O O O O O O
갈갈갈보고 생각나서 왔습니다	O O O
나이 25때 이노래그냥 좋은노래였는데 30때 가사보면서듣고있는데 멋있는노래네 남자노래	O DAT-B O O DAT-B O O O
이 그룹이 왜 그렇게 좋은가요 제니 지수 리사 로제 멤버들 다 너무 귀엽고 예쁘다	O O O O O PER-B PER-I PER-B PER-I O O O O O
뮤비 보는내내 입가에 미소가 저절로 미노의 이런 감성이 너무좋다 노래하고 뮤비하고 찰떡이야 멋지다 MINO	O O O O O PER-B O O O O O O O PER-B
너무 떨린다 12 7일까지 언제 기다려	O O DAT-B DAT-I O O
코린 제니 사랑해 사랑해 사랑해 사랑해 사랑해	PER-B PER-I O O O O O
노래 대박나자 탕	O O O
아 논술때문에 못가는데 가는 분들 넘 부러워요퓨	O O O O O O O
아 내일이야 근데 왜 벌써 기대가 되냐고	O DAT-B O O O O O
스웨덴 할머니가 제법 힙하시네요 므흣	LOC-B O O O O
5 03 왜 마이노가 의자에 앉아서 이렇게만 하면 뒤로 자빠질거 같냨	O O O PER-B O O O O O O O
3 10 이분은 도대체 누구임	O O O O O
베이스 라인 존나 억지스럽네	O O O O
역시 송미노 본업완벽함	O PER-B O
가버려 다칠거야 힘들다고 갈께 잘있어어라	O O O O O
우와 진짜 이렇게 하니까 궁금해	O O O O O
고생 많았다 우리 마이노	O O O O
아버지 가 진짜 아빠가 아니라 하느님 아버지 래요 팔로알토가 비하인드 얘기해줬는데 넘 웃겼음 마침 아버지가 보러 오셔서 아버지 화면에 비쳐지고 포옹하고 감동이었는데	O O O O O PER-B O O PER-B O O O O O O O O O O O O O
와 중독성 그리고 얼굴 땜시 더 끌려 진짜 너무 잘생겼러 살려줘	O O O O O O O O O O O
나도 나 자신을 이해 못하겠지만 우울헐때 가끔씩 생각나서 주기적으러 들어오는 마아성의 영상	O O O O O O O O O O PER-B O
강호동 낙지 탕탕탕탕탕 탕탕탕탕탕 탕탕탕탕탕	PER-B O O O O
마이노 얼마나 바쁘고 못쉬었으면 입술이찢어졌네	PER-B O O O O
릴리릴리 나올때마다 2배속하는 그 영상 보고오신 한국인들 있으려나	PER-B O O O O O O O
마이노 항상 고마워 최고야 솜미노오 이런 아이돌 어딧어 진짜	PER-B O O O AFW-B O O O O
정말 미치겠다 오랜 기다림 끝에 왔네요 온라인 콘서트지만 미노의 무대가 기대되네요	O O O O O O O O PER-B O O
아직 듣고 있는 사람들 많이 있으니까 그만 물어봐	O O O O O O O O
마이노가 진짜 미쳤다 대박 대박	AFW-B O O O O
1 36 리사 넘 귀여웡	PER-B PER-I PER-I O O
먼가 능력있는데 히트곡이없넹	O O O
저땐 어른인줄 알았는데 내가 저 나이 지나보니깐 그냥 애인데	O O O O O O O O O
영배형 드랍더앨범 진짜 시발	O AFW-B O O
2022년도에 보는 사람 손	DAT-B O O O
탕탕탕탕 탕타라탕탕 낙지탕탕	O O O
Jennie l love you happy birthday l am from turkish 제니	PER-B O O O O O O O O O PER-B
이제 송토끼쨩이라고 불러야지	O O O
난 당신이 괜찮았으면 좋겠어	O O O O
아 이거 뜨니까 진짜 보러가는구나 실감나서 너무 떨린다	O O O O O O O O
그래서 사람을 죽였어요 나사렛 예수	O O O O PER-B
뭐 이런 걸 해도 멋있냐 당황스럽네	O O O O O O
전곡 다 좋아	O O O
와 어떻게 머리를 밀어도 이렇게 간지가 나냐	O O O O O O O
코끼리코15바쿼돌고 포르쉐찍는 영상 믿에 이게왜있어	O ORG-B O O O
생일 축하해 아들아 시메나에서 사랑해	O O O LOC-B O
내자리 하나만 남겨주세요 인서들	O O O O
노래 음원으로 하이라이트 나올줄 알았는데 라이브라니 진짜 너무 좋다	O O O O O O O O O
생일 축하해요 김지수 Happy jisoo day blinks	O O PER-B O O O O
나는 당신이 좋은 생일을 보내길 바랍니다	O O O O O O
멋있어요 박박 와와와	O O O
오늘 약속탕맞은 내마음을 표현하는것같군	DAT-B O O O
INFINITY	O
너무 사랑하는 미노rec시리즈	O O AFW-B
다들 조금만 더 버텨요 화이팅33	O O O O O
헐 노래 개조아	O O AFW-B
눈 깜짝할 사이에 완벽해 turkce bir blink im ve m kemmel 나는 한국어를 알아 Korece biliyorum	O O O O O O O O O O O O O O O O
무대 너무 예쁘다 헤메코도 체고 그치만 당연히 송미노가 제일 예쁨	O O O PER-B O O O PER-B O O
여전히 매우 맨 위로	O O O O
조회수 계속 올라가는거 보니까 나만 보는건 아닌가봐	O O O O O O O
하 씨 다시봐도 레전드 한복 입히자고 하신분 돈길만 걸으세요	PER-B O O O O O O O O
매끄럽다는 것은 그들에게 일어나지 않는다	O O O O O
저항할 수 없는 그들의 목소리	O O O O O
크 이세상저세상어느세상 힙함이야 이오빤	O O O O
아 너무 좋다 입덕은 아닌데 마이노 수록곡까지 줄줄 다 꾀고 있음	O O O O O AFW-B O O O O O
우리나라 뮤비 진짜 잘 만든다	O O O O O
그냥 부르는 소절마다 킬링 파트를 만들어 버리네	O O O O O O O
너무 좋다 이런 뮤비같은 스페셜 비디오 참 좋습니다	O O O O O O O O
너무 바쁜 것 같아서 무리하시는건 아닌지 걱정되긴하지만 좋은 앨범 감사합니다 건강조심하세요 앨범 조탕 마이노도 조탕 타아타앝탕탕 아탕	O O O O O O O O O O O O O O O O O
외계인이 당신의 두뇌를 납치하기를 기다릴 때 지켜보는 냄비는 절대 끓지 않습니다	O O O O O O O O O O O
최고의 밴드를 자랑스럽게 생각합니다	O O O O
뮤비 유쾌하구 넘 재밌어요 탕 효과두 굿굿	O O O O O O O
2022년에도 계속 이노래 듣을사람 손들어요 저요 저요	DAT-B O O O O O O
다른 참가자들 프로듀서들 넋놓고 보는거 보소	O O O O O O
동료들 감상회 좋닼 다들 반가운 얼굴이네	O O O O O O
릴보이 개코 1 27 바른말 LANGUAGE feat	PER-B PER-B O O AFW-B AFW-B O
나는 그들을 정말로 그리워한다	O O O O
4억 명의 시청자에게 축하드립니다	O O O O
Amo a blackpink	O O O
실제로 아버지 보고 있으신데 아 글고 왜자꾸 블랙넛 보여줘 볼맛안나네	O O O O O O O PER-B O O
최고의 댄서 가수 사랑한다 블랙핑크	O O O O PER-B
뮤직비디오가 없어서 욕먹은 노래	O O O O
콘서트 TT 내 자리는 왜 없는 건데	O O O O O O O
미노 솔로곡중에 젤 지리고 좋다	PER-B O O O O
오프에서 볼수있음좋겠어요 티켓팅제발	O O O
지누 승훈 제대하면 다시 이런 아름다운 무대 볼 수 있을거야	PER-B PER-I O O O O O O O O
잊기엔 제 인생에 많은 역할을 해줬어요	O O O O O O
이게 그 노래구나 한화 오키도키녀	O O O ORG-B AFW-B
너무너무 기대되고 너무너무 가고싶다	O O O O
일시 뿔 yo 써재껴 라잌 겜머니	O O O O O O
나는 당신의 목소리를 너무 사랑해요	O O O O O
안녕하세요 인도네시아에서 왔습니다	O LOC-B O
울 밤톨이 너무 기특해 TO INFINITY도 개대박 탕	O O O O O O O O
7 48 안 거만해 하나도 보이는 것들만 해도 엄청난데 보이지 않는 곳에서까지 차곡차곡 쌓여왔을 것들이 얼마나 많겠어요 열심히 잘했다 송미노	O O O O O O O O O O O O O O O O O O O PER-B
진우 얼굴을 볼 때 느껴지는 경의로움과 잘 어울리는 브금이군뇨	PER-B O O O O O O O O
마이노형 머리빨간줄 조명 빛때문에 반사된건줄 알았음	O O O O O O
와우 미노 졸멋 꺄악	O O O O
기대된다 승윤이 화이팅	O PER-B O
벌써 명반인데 우짜지 몇 곡은 전시회 미리듣기랑 이어져서 더 좋다	O O O O O O O O O O
me you	O O
할머니 집에 가고 있어요 blackpink	O O O O O
나pd님이 탕탕탕탕할 생각에 벌써 설렌당	PER-B O O O O
Moneyyy	PER-B
탕탕탕탕 탕탕탕탕 탕탕탕탕 탕타라탕탕탕	O O O O
나는이 채널을 정말 좋아한다	O O O O
마지막 나가면서 끝나는 거 너무 깜찍	O O O O O O
와 또 정규 진자 넘 열일한다 미노 몸 잘 챙겨	O O O O O O PER-B O O O
낙지 탕탕탕탕 탕탕탕탕 탕탕탕탕 탕탕 탕 탕	O O O O O O O
어 저 옷 집사부일체에서 이승기가 입었던 옷이닼	O O O AFW-B PER-B O O
이노래에서 탕이 몇번나올까	O O O
진짜 보는사람도 기분 좋아지넹 조녜	O O O O O
이거 파이널에서 불렀으면 백퍼 우승 각인데	O EVT-B O O O O
와 이제 이노래도 거의 3000만 이네 여기에 100은 내 지분 있을지도	O O O O O O O O O O O
그들의 노래 하나하나에서 분위기를 느낄 수 있어요	O O O O O O O
개띵곡 마이노 솔로 컴백할 때마다 항상 최고여서	O AFW-B O O O O O
이 노래가 저에게 너무 좋아한다	O O O O O
정규 3집 너무너무 기대된다 또 얼마나 멋진 곡들로 꽉꽉 채웠을까 12월 7일에 만나	O O O O O O O O O O DAT-B DAT-I O
가수로써 그는 저평가 되어있다	O O O O
이무진보고 왔습니다 수미 가빠지자놔 시야도 좁아지자놔 눈에 뵈는게 업쏘	PER-B O O O O O O O O
Black pink superior	O O O
진짜 너무 대단해해해 바쁜데 얄범 까지 내고 탕탕타우 너무 좋아	O O O O O O O O O O
2800만회 실화냐	O O
내가 들었던 가장 아름다운 노래 2022 당신은 나의 편견이고 아무도 그것을 바꿀 수 없습니다	O O O O O DAT-B O O O O O O O O
취했이랑 losing u 가 내 최애곡 될것 같고 탕은 중독성 쩐다	O AFW-B AFW-I O O O O O AFW-B O O
다시금 들을때마다 힘이 나고 아버지한태 보여주고싶었던 그감정이 들어나서 좋다	O O O O O O O O O
4 45 뒤에 주호민 아니냐	O O O PER-B O
2 06 OMG my favorite part	O O O O O O
이런것도 엄청 좋아 마이노	O O O O
이렇게 까리 한척해놓고 콘서트에서는 그렇게 귀엽게 춤줄줄 누가알났냐구	O O O O O O O O
오빠들 인내심의 한계를 느껴요 모자이크 처리는 언제나 되려나	O O O O O O O O
나는 터키 사람이지만 한국어로 쓰고 싶었습니다	O LOC-B O O O O
갑자기 밤이오면 어김없이 가 머리속을 스쳐서 들어온 1인	O TIME-B O O O O O O
으앙 귀여우어 나 주거	O O O O
미노 언박싱 앨범 셀렉에디션은 아닌가보네 나는 포카 하나 더 들어있었지롱 앨범 옐로우 그린 둘다 너무 예쁘고 키트에 청음전시회때 있던 아트워크 구성품으로 들어있어서 너무좋아서 광광 미노 투 인피니티	AFW-B O O O O O AFW-B O O O O O O O O O O O O O O O O O EVT-B EVT-I EVT-I
여친 없는거 맞지 하트 발사 뭐야	O O O O O O
왜 월요일 5시에 학원이 있냐고 바로는 못 듣지만 고맙게 들을게	O DAT-B TIME-B O O O O O O O
나는 당신을 사랑합니다 여성을 사랑합니다 3	O O O O O O
너드남이 이렇게 귀여워도 되나요	O O O O
마지막에 똘아이들아니야레	O O
미노야 엔딩이 너무 길었지 웃참 못하는거 넘웃김	AFW-B O O O O O O
와우 이건 너무 좋아 더 이상 기다릴 수 없습니다 aaa	O O O O O O O O O O
낙지 탕 탕 탕	O O O O
내가 당신을 사랑 자신을 돌봐	O O O O O
Lets try to make 900 million or 1Billion by Jan 16 her birthday please 1월 16일 그녀의 생일 까지 9억 10억을 벌도록 합시다	O O O O O O O O O O O O O O DAT-B DAT-I O O O O O O O
태양 쇼미 나온것도 레전드인데 gd나온게 더 레전드림	AFW-B AFW-I O O AFW-B O O
시상식 보니까 옛날로 돌아가고 싶다	O O O O O
I love Blackpink	O O O
음방이 얼마나 발카인지 알게해주는 영상이네	O O O O O
When will they get a comeback 그들은 언제 검은 색으로 돌아올 것입니까	O O O O O O O O O O O O
와우 3억에서 4억 다음에 5억 6억 7억	O O O O O O O
여보세요 잘 지내세요 저는 한국인인가요 아니면 그들은 영어를 해요	O O O O O O O O O
왜 점점더잘해 진짜 매번 어 여기서 어떻게 더 잘하냐 싶을정도로 발전돼서 컴백하는거 진짜 개치임 그만잘해 마이노오오오	O O O O O O O O O O O O O O O O
노래들 다 너무 좋다	O O O O
1 Billion Views Lets Go Blinks 깜박임 10억 뷰에 도달합시다	O O O O O O O O O O
1 48 계속 클릭하면 응애 아기지코	O O O O PER-B PER-B
Ate Lisa는 정말 훌륭합니다 우리는 당신을 사랑합니다	ORG-B ORG-I O O O O O
갈비탕 마라탕 삼계탕 탕탕탕	O O O O
탕탕탕 낙지 탕탕탕	O O O
내가 조회수 100이상은 넘긴듯	O O O O
기다릴 수 없어 SMH3	O O O AFW-B
옷이 넘 큰거 아니야 더 귀여워어엉어 탕탕탕탕할때 넘	O O O O O O O O
한글이 더 많이 보였으면	O O O O
다시 한번 이런 스탈 해주라	O O O O O
미노야 수고했어요	PER-B O
진짜 2021년에 들어도 딘쳤다 진짜	O DAT-B O O O
쿤타 바래 보고 생각나서 왔다	PER-B O O O O
진심으로 다 좋다 내일 6시만 기다리면서 살고있어	O O O DAT-B TIME-B O O
와 무슨 댓글에 영어가 이렇게 많아	O O O O O O
미노쨩 진짜 사랑해 미노는 평생 귀여울듯 인서들이 마니 사랑해	PER-B O O PER-B O O PER-B O O
얼굴이 작아서 모자랑 선글라스 쓰니까 얼굴이 안보이네	O O O O O O O
나 아직도 듣고 있네	O O O O
노래에 나쁜 말을 해서 블랙핑크	O O O O PER-B
오엠쥐는 가사가 너무 설레	AFW-B O O O
역시 사람은 자기 이야기를 할 때 가장 아름다운가봅니다	O O O O O O O O
5년전에 나온 노랜데 최신께 진짜 많음	DAT-B O O O O O
나와 내 사촌은 한때 당신을 존경합니다	O O O O O O
또 다른 명곡 좋을 때나 나쁠 때나 들을 앨범을 공유해주셔서 감사합니다	O O O O O O O O O O O
2022년에 본 사람	DAT-B O O
Trillion Milli는 뭔 Milli 넌 Billi um	PER-B PER-I O PER-B O PER-B O
솔의눈 시청자가 이 채널을 시청합니다	AFW-B O O O O
천만뷰 축하해 3집 스타일 어떨지 진짜 궁금하다	O O O O O O O
하 시발 남잔데 형 좋아해도 되는 거예요	O O O O O O O
나도기대기대기대기대기대기대기대	O
2021년에 나만와서 듣나 사람들이 많이 안듣는것 같음	DAT-B O O O O O O
탕 노래 너무너무 좋아 중독성	O O O O O
뮤비 너무 귀엽다 스토리라인 있는것도 진짜 귀엽고 세트랑 소품도 신경 많이 쓴거 같애 미노 표정도 진짜 귀엽고 힙함	O O O O O O O O O O O O O PER-B O O O O
2022년에도 보러오는 분들	DAT-B O O
라스 아모 블랙핑크	AFW-B AFW-I PER-B
고정된 동영상 조회수가 증가하지 않는 이유는 무엇입니까 는 조회수를 삭제하고 정지합니까	O O O O O O O O O O O
미쳤다 이번에 진짜	O O O
진짜 근데 왜 자꾸 뭣같은 번쩍거리는 cg넣는거임	O O O O O O O
당신은 왜 이렇게 완벽합니까	O O O O
올해 미노와 함께하는 동안 진짜루 정말 너무 잔뜩 기뻤고 행복했고	DAT-B PER-B O O O O O O O O
안녕하세요 저는 사우디 아라비아에서 온 Raghad입니다	O O LOC-B LOC-I O PER-B
탕 듣자마자 엇박 떼창 할 생각에 벌써 설렌다	O O O O O O O O
이 영상 볼때마다 마음 뭉클하고 최고의 무대였다고 생각해요	O O O O O O O O
MIS POLOLAS LAS AMO ESTA CANCION LES QUEDO MUY BUENA SALUDOSS	O O O O O O O O O O O
놀라운 블랙 핑크가 최고입니다	O O O O
나는 당신을 너무 사랑합니다 신에게 맹세컨대 당신의 채널은 정말 훌륭합니다 내 사랑	O O O O O O O O O O O O
yg딱지 달고있는거만 빼면 완벽했지	O O O O
유니 너무 예쁘다 곧 만나요	PER-B O O O O
리사 올라프 너무 웃겨	PER-B PER-I O O
울미노 좋은사람들곁에서 애교부리고사랑듬뿍받고살아 울컥했다	AFW-B AFW-B O O
뮤비 진짜 재밌게 잘뽑았다 조탕	O O O O O
이모 여기 닭도리 탕탕탕탕 주세요	O O O O O
See yoon soon 솔콘 PASSAGE 축하해	O O O AFW-B O O
탕 탕 탕 헉 고막이랑 심장에 저격 당했어	O O O O O O O O
나만 저 가사에서 찡하냐 상대는 없다며 but enemy was in my mirror 상대는 없지만 적은 거울 안에 있었다	O O O O O O O O O O O O O O O O O O
부럽다 저도 빨리 듣고 싶어요 탕	O O O O O O
대학 축제에서 훈남 선배같다	O O O O
뮤비가 레디 플레이어 원에서 영감을 얻은 듯요	O AFW-B AFW-I AFW-I O O O
아무 부끄럼 없이 내 자지를 보여 줬지	O O O O O O O
사랑해 미노야 곧 만나자	O PER-B O O
탕탕탕탕 노래 너무 좋아요	O O O O
꺄가아갸갸 꺄꺆꺄 오늘드뎌	O O DAT-B
탕탕탕탕탕탕 feat	O O
뭐야완전다좋다낼6시 빨오길	O O
진짜 멋있다 탕탕탕	O O O
Lisa는 그녀가 훌륭하다는 데 동의합니다	PER-B O O O O
Jisso 당신은 내가 가장 좋아하는 사람입니사랑해 지소	PER-B O O O O O O
도망 가 갈갈갈갈갈갈 펑퍼러펑펑	O O O O
TO INFINITY INFINITY	O O O
탕 탕 탕 수육 트앙 탕수육 발사 날아들어간다 목욕탕 골탕 고구마 맛탕	O O O O O O O O O O O O
얘들아 너무 이쁘다 완전체 넘 그립다	O O O O O O
아아아아아 사랑해 보고싶어	O O O
이번 디자인과 배색이 너무 좋아요	O O O O O
나는 터키에서 너무 많은 당신을 사랑 내 사랑 장미는 자신을 화나게하지 않습니다 우리를 위해 그들을 데려 가지 마십시오 그들은 우리가 당신을 사랑하고 대단히 많은 뇌가 없는 장난입니다	O LOC-B O O O O O O O O O O O O O O O O O O O O O O O O O
5 55 노래 아직 안나왔죠	O O O O O
2 59 이거 너무 중독성 있어요우오오옹	O O O O O O
노래 왜 이렇게 잘해요	O O O O
이때 후속곡 활동 더 했어야 했었다	O O O O O O
곰돌이 장면 너무 잔인해요 이거 십꾸금맞죠	O O O O O O
밴드버전 오키도키라니 빨리 콘 가고싶다	O AFW-B O AFW-B O
언니들 컴백 언제 하나요	O O O O
보고싶어 강김송이 진짜 보고싶다 그냥 그 날이 그립다 이 노래 들은지 너무 오래됬는 것 같은데 왜 내 몸은 기억하고 있는지 몰겠어 너희가 내 제일 첫번째 사랑이야 사랑해	O PER-B O O O O O O O O O O O O O O O O O O O O O O O O O
탕 도 좋은데 love in da car 도 좋은데	O O O O O O O O O
쇼미더머니10 보고 다시 보러 옴	AFW-B O O O O
완전좋았어 언니가 이노래 넣으면 귀찮아해 더 축하해	O O O O O O O
나 이거보다가 웃겨서 죽는줄 알았다	O O O O O
Everyone love MONEY	AFW-B AFW-B O
블랙넛 표정이 모든걸 설명해준다	PER-B O O O
비트 넘 좋으다 전곡 빨리 듣고 싶다구	O O O O O O O
오빠 왜 통장원본은 안돼	O O O O
비트 개좋다 덕질 기강잡는다	O O O O
나는 당신을 사랑 리사	O O O PER-B
Money Lang sakalam	PER-B PER-I PER-B
이렇게 마지막 기도를 드려요	O O O O
나는 이 노래를 오랫동안 듣지 않았고 너무 그리워한다	O O O O O O O O
미노야 전곡 다 좋다 대박나자	AFW-B O O O O
안녕 나는 깜박이야 나는 Jenni의 솔로를 사랑해 그것은 슈퍼 베이 나는 아르헨티나에서 왔어	O O O O PER-B O O O O O O LOC-B O
3 07 여기서 턱 빠져서 놀란건가 근데 진짜 티 안난다	O O O O O O O O O O
미노가 원하는 음악을 계속하는거 같아서 인서는 기분이 너무 조타	PER-B O O O O PER-B O O O
최고의 노래 사랑해 블랙핑크	O O O PER-B
진짜 노래 하루종일 들어도 너무 좋고 뮤비 좋고 오빠 얼굴 열일하고 왜 이리 좋은 명곡을 늦게 알았는지	O O TIME-B O O O O O O O O O O O O O O
최고의 오빠 최고의 노래들을 가지고 있어 정말 사랑해	O O O O O O O O
다시봐도 진짜 이건 레전드다	O O O O
카메라가 있는데 촬영이라 생각하지 않았을까	O O O O O
라리사만으로도 4억 돌파 축하드려요	PER-B O O O
이 여자애들을 사랑해 그들의 노래를 다 들었어	O O O O O O O
고생했고 앞으로 꽃길만 걷자 사랑해	O O O O O
이건 현장에서 들어야 미칠 것 같은데 나 울어	O O O O O O O O
기타 치는거야	AFW-B O
제발 음원 좀	O O O
내 친구들과 나는 예처럼 춤을 추고 있습니다	O O O O O O O
Having 탕 for breakfast	O O O O
16 January 2022	O DAT-B DAT-B
본인이 사랑하고 잘하는 것들에 열정적으로 임하는 모습에 늘 저도 도전받고 힘을 얻습니다 늘 응원할게요	O O O O O O O O O O O O O O
D 10 미노야 쫌만 기둘 려	O O PER-B PER-I O O
이 띵곡을 2022년에 들으러 오신 분들은 살포시 손을 들어주세요	O O DAT-B O O O O O O
Lisa 우리는 당신을 너무 많이 사랑합니다	O O O O O O
아서럽다주인님나뭇깨잎이야 네똥이거기가업딥니까 네아아주인님과거xxx네불벗인데v 5명이깨어났다는데	O O O O
작품 이렇게 볼수 있어서 너무 좋아요	O O O O O O
도필라밍고 옷 되게 잘어울리네	PER-B O O O
요즘뮤비들은 홀로그램이 많이 나오네	O O O O
얼굴마저 아트다 황홀해	O O O
어쩜 저렇게 포카리스웨트 같은 사람이 다 있지 세상 청량	O O AFW-B O O O O O O
정규미쳤다 쉴 틈도 없었겠네	O O O O
취했 이라는 제목처럼 취기에 싸우기도 하며 사랑하고 지내다 잠시 떨어진 사이에 그녀가 보고싶은 소년은 말실수도 하며 귀여운 실수 혹은 안 좋은 일들로 인해 9	AFW-B O O O O O O O O O O O O O O O O O O O O O O O
기대중기대중 들썩들썩	O O
0 14 뛰는 거 왜 귀여워	O O O O O O
이거도 좋은데 아낙내가 짱이여	O O O O
콘서트 음원 제발 풀어주세요 하	O O O O O
400 m	O O
젤 사랑해 송미노 젤 수고햇어	O O PER-B O O
머리 저리 밀었는데도 저렇냐 진짜 잘생겼다	O O O O O O
아주 좋아요 마이노 화이팅	O O O O
요즘 미노 열일이야 귀여워 죽겍겠다 날죽여줘 사랑해 군대가기전애 우리 열심히 만나자	O O O O O O O O O O O
00 06 그렇게웃으면심장아푸잔아	O O AFW-B
이런스타일 노래 하나 뽑아달라고 이거랑 얼레리꼴레리 맨날 듣고 다녔는뎈	O O O O O AFW-B O O O
이번 앨범도 너무 좋다 인서분들 열심히 스밍 돌려서 우리 미노 노래 차트 다 씹어먹게 도와줘요	O O O O O O O O O O O O O O O
모든 노래와 행동에서 진정성이 느껴지는 승윤	O O O O O PER-B
세계최고 간지는 YG	O O ORG-B
안무진짜 잘짰다 너무곡에 딱맞게 잘표현해서 보는재미가 있고 특히 총쏠때 진짜머시써	O O O O O O O O AFW-B O
아니 팬도 아닌데 왤케 설레지 갑자기	O O O O O O
힘들게 일하고 돈 더 벌고 자립하려고 노력하고 모든 청구서를 스스로 지불하고 나서 이 노래를 듣는 것이 좋아	O O O O O O O O O O O O O O O O O
난 당신이 괜찮았으면 좋겠어	O O O O
We Blink 당신이 너무 보고 싶었어	O O O O O O
가가가가가가 탕탕탕탕탕탕 끽끽끽끽끽끽	O O O
MV 테마 때문에 표시됩니다	O O O O
ARMY BTS	PER-B PER-I
아 부럽다부러워 빨리 듣고싶다	O O O O
진짜 진짜 사라애해해햐	O O O
님들 6800번만 봐 빨리 그러면 3000만임	O O O O O O
탕탕탕탕 중독성 미쳤다 역시 송배우님 연기도 잘하고 본업할때 제일 멋있어	O O O O O O O O O O
사랑해 승유나 곧 만나자	O PER-B O O
좀 더 사회물 먹고 다시들으니까 눈물날것같네	O O O O O O
믓찌다믓찌다 울오빠	O O
노래도 너무 좋고 얼굴들도 너무 재밋어요 얼굴 보는 재미로 영상 봐요 이런 얼굴을 보게 해주신 엄마 아빠 감사합니다 사랑해요	O O O O O O O O O O O O O O O O O O O
그러나 그들은 더 나은 자격이 있습니다 나는 그들이 더 많은 자격이 있다고 생각합니다	O O O O O O O O O O O O O
주제는 신화	O FLD-B
나는 Lisa와 Jennie를 사랑하고 노래는 훌륭합니다	O PER-B PER-B O O O
400M VAMOS POR LOS 500M	O AFW-B AFW-I AFW-I AFW-I
사랑하지 않아도 좋아는할 것이다	O O O O
와 벌써 좋아 어떡해	O O O O
리정이 볼라고 여기까지도 왔네	PER-B O O O
영상은 2019년이고 저는 2022년에 대해 이야기하고 있습니다	O DAT-B O DAT-B O O O
아아아아 미노야 사랑해	O O O
초반앨범이고 수록곡으로 나와서 노래가 크게 안뜬거	O O O O O O
릴나엑 느낌이 나긴하지만 노랜 좋네여	AFW-B O O O O
당신은 나를 받아 들일 것인가	O O O O O
감사합니다 마이노 너무 귀여워요 너무 좋아요	O PER-B O O O O
이게 라이브 라는데 믿기지가 않다	O O O O O
다른 사람은 여전히 다음 컴백을 기다리고	O O O O O O
막 킬링벌스같고 신박하고 좋잖아	O O O O
미노 노래 너무 좋다 항상 색다른 노래 들려줘서 고마워	AFW-B O O O O O O O O
다 좋은데 왜 중간에 아버지있냐	O O O O O
하고싶은거 다 하고살아	O O O
많이 바빴는데 정말 수고 많았다 자랑스럽다 송민호	O O O O O O PER-B
이런 무대보고 함성 못지르는거 불가능해	O O O O O
정규 3집 진짜 너무 좋아 1 2집에 이어서 3집도 명명반이야 미노미노 빅 선물 고마워	O O O O O O O O O O O O O O
Hey LALISA 곧 누나 MONEY가 널 능가할 테니 힘내시고 힘내시길 바라요	PER-B PER-I O O PER-B O O O O O O
이때 생방볼때 음향 조져서 다들 이게 뭐지	O O O O O O O
너무 수고 많았고 진짜 너무너무 자랑스럽다 송민호	O O O O O O PER-B
4 40 뒤에 파란모자 샵건	O O O AFW-B ORG-B
너무 열일하는거 아니야 사랑해 역시 멋지다	O O O O O O
미노 마니앜 미노 마니 미 노	PER-B PER-I PER-B PER-I PER-I PER-I
오늘따라 진우 너무 보고 싶고 이 노래 너무 듣고 싶었어서 오늘도 기다려요	DAT-B PER-B O O O O O O O O DAT-B O
곡 제목 뻘하게 터지네 그냥 탕도 아니고 느낌 살려서 탕 도 아니고 굳이 뒤에 하트 붙여서 탕 인데 영어 제목도 BANG 이 아니라 TANG 임	O O O O O O O O O O O O O O O O O O O O O O O O O
테이크 엑스엑스랑은 또 다른느낌이라 기대된다	AFW-B AFW-I O O O
이런 무대 보여주는데 함성 안지르는게 가능할까	O O O O O O
도대체 언제 쉬는거냐고	O O O
저 츄리닝 브랜드 어디거에요	O O O O
저 때 진짜 왕 같다니까 언제 돌아오세요	O O O O O O O
